numero,nome,slug,apelido,aliases,tipo,categoria,faixa_etaria,papel,descricao_curta,asset_futuro,status_imagem,tags,variacoes_planejadas,assets_variacoes_futuras,padrao_visual_avatar,status_variacoes,uid,numero_legacy,card_code,uids_variacoes,card_codes_variacoes,tipo_personagem,classificacao_principal,subcategoria,fase_vida,geracao,geracao_calculada_pelo_usuario,regiao,uf,familia_uid,origens_culturais,comunidades,profissoes,folclore,status_pesquisa
052,Nandinho Garcom,nandinho-garcom,Nandinho,Nandinho Garcom|Nandinho|nandinho garcom,comercio_local,Comercio local,jovem,Garcom do restaurante,Oferece troco digital de forma educada.,assets/characters/052-nandinho-garcom.png,pendente,comercio_local|jovem|vila_pig,,,,,VIL-052,052,CR-052-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
053,Dona Cida da Loja,dona-cida-da-loja,Dona,Dona Cida da Loja|Dona|dona cida da loja,comercio_local,Comercio local,adulto,Dona de loja,Cuida do caixa e dos clientes.,assets/characters/053-dona-cida-da-loja.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-053,053,CR-053-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
054,Bento da Feira,bento-da-feira,Bento,Bento da Feira|Bento|bento da feira,comercio_local,Comercio local,adulto,Feirante,Mostra troco pequeno na feira.,assets/characters/054-bento-da-feira.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-054,054,CR-054-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
055,Yasmin da Banquinha,yasmin-da-banquinha,Yasmin,Yasmin da Banquinha|Yasmin|yasmin da banquinha,comercio_local,Comercio local,jovem,Vendedora de banquinha,Ajuda em compras rapidas do bairro.,assets/characters/055-yasmin-da-banquinha.png,pendente,comercio_local|jovem|vila_pig,,,,,VIL-055,055,CR-055-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
056,Davi Caixa do Mercado,davi-caixa-do-mercado,Davi,Davi Caixa do Mercado|Davi|davi caixa do mercado,comercio_local,Comercio local,jovem,Caixa de mercado,Representa rotina de troco no caixa.,assets/characters/056-davi-caixa-do-mercado.png,pendente,comercio_local|jovem|vila_pig,,,,,VIL-056,056,CR-056-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
057,Vizinha Socorro,vizinha-socorro,Vizinha,Vizinha Socorro|Vizinha|vizinha socorro,vizinhanca,Vizinhanca,adulto,Vizinha que ajuda todo mundo,"Liga familias, escola e bairro.",assets/characters/057-vizinha-socorro.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-057,057,CR-057-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
058,Seu Ze Vizinho Antigo,seu-ze-vizinho-antigo,Seu,Seu Ze Vizinho Antigo|Seu|seu ze vizinho antigo,vizinhanca,Vizinhanca,senior,Vizinho antigo da rua,Guarda memoria da comunidade.,assets/characters/058-seu-ze-vizinho-antigo.png,pendente,vizinhanca|senior|vila_pig,,,,,VIL-058,058,CR-058-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
059,Nena da Rua de Cima,nena-da-rua-de-cima,Nena,Nena da Rua de Cima|Nena|nena da rua de cima,vizinhanca,Vizinhanca,adulto,Moradora participativa,Ajuda em recados e combinados.,assets/characters/059-nena-da-rua-de-cima.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-059,059,CR-059-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
060,Lili da Rua de Baixo,lili-da-rua-de-baixo,Lili,Lili da Rua de Baixo|Lili|lili da rua de baixo,vizinhanca,Vizinhanca,crianca,Amiga da rua,Aprende com brincadeiras seguras.,assets/characters/060-lili-da-rua-de-baixo.png,pendente,vizinhanca|crianca|vila_pig,,,,,VIL-060,060,CR-060-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
061,Rafa Sindico,rafa-sindico,Rafa,Rafa Sindico|Rafa|rafa sindico,vizinhanca,Vizinhanca,adulto,Sindico organizado,Ajuda a manter combinados claros.,assets/characters/061-rafa-sindico.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-061,061,CR-061-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
062,Familia Oliveira Recem-Chegada,familia-oliveira-recem-chegada,Familia,Familia Oliveira Recem-Chegada|Familia|familia oliveira recem chegada,vizinhanca,Vizinhanca,familia,Familia nova no bairro,Mostra acolhimento e comunidade.,assets/characters/062-familia-oliveira-recem-chegada.png,pendente,vizinhanca|familia|vila_pig,,,,,VIL-062,062,CR-062-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
063,Tia Bela de Sao Paulo,tia-bela-de-sao-paulo,Tia,Tia Bela de Sao Paulo|Tia|tia bela de sao paulo,parentes_visitantes,Parentes e visitantes,adulto,Parente que mora longe,Visita a familia e manda Pig em datas especiais.,assets/characters/063-tia-bela-de-sao-paulo.png,pendente,parentes_visitantes|parentes_e_visitantes|adulto|vila_pig,,,,,VIL-063,063,CR-063-VIL-2026,,,personagem_vila,personagem_vila,parentes_visitantes,,,false,,,,,,,,pendente
064,Primo Dudu de Fora,primo-dudu-de-fora,Primo,Primo Dudu de Fora|Primo|primo dudu de fora,parentes_visitantes,Parentes e visitantes,jovem,Parente que mora fora do Brasil,Mantem vinculo familiar a distancia.,assets/characters/064-primo-dudu-de-fora.png,pendente,parentes_visitantes|parentes_e_visitantes|jovem|vila_pig,,,,,VIL-064,064,CR-064-VIL-2026,,,personagem_vila,personagem_vila,parentes_visitantes,,,false,,,,,,,,pendente
065,Madrinha Socorro,madrinha-socorro,Madrinha,Madrinha Socorro|Madrinha|madrinha socorro,relacoes_confianca,Relacoes de confianca,adulto,Madrinha presente,Acompanha metas com afeto.,assets/characters/065-madrinha-socorro.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-065,065,CR-065-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
066,Padrinho Beto,padrinho-beto,Padrinho,Padrinho Beto|Padrinho|padrinho beto,relacoes_confianca,Relacoes de confianca,adulto,Padrinho parceiro,Ajuda em sonhos pequenos sem pressao.,assets/characters/066-padrinho-beto.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-066,066,CR-066-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
067,Cuidadora Rosa,cuidadora-rosa,Cuidadora,Cuidadora Rosa|Cuidadora|cuidadora rosa,relacoes_confianca,Relacoes de confianca,adulto,Pessoa de cuidado,Representa responsabilidade e seguranca.,assets/characters/067-cuidadora-rosa.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-067,067,CR-067-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
068,Amiga Lari,amiga-lari,Amiga,Amiga Lari|Amiga|amiga lari,relacoes_confianca,Relacoes de confianca,adolescente,Amiga de confianca,Compartilha metas saudaveis.,assets/characters/068-amiga-lari.png,pendente,relacoes_confianca|relacoes_de_confianca|adolescente|vila_pig,,,,,VIL-068,068,CR-068-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
069,Amigo Bento,amigo-bento,Amigo,Amigo Bento|Amigo|amigo bento,relacoes_confianca,Relacoes de confianca,adolescente,Amigo de confianca,Incentiva escolhas boas.,assets/characters/069-amigo-bento.png,pendente,relacoes_confianca|relacoes_de_confianca|adolescente|vila_pig,,,,,VIL-069,069,CR-069-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
070,Voluntaria Ana,voluntaria-ana,Voluntaria,Voluntaria Ana|Voluntaria|voluntaria ana,proposito_social,Proposito social futuro,adulto,Voluntaria de acao futura,Mostra solidariedade opcional.,assets/characters/070-voluntaria-ana.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-070,070,CR-070-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
071,Protetor Davi,protetor-davi,Protetor,Protetor Davi|Protetor|protetor davi,proposito_social,Proposito social futuro,jovem,Protetor dos animais,Liga cuidado e comunidade.,assets/characters/071-protetor-davi.png,pendente,proposito_social|proposito_social_futuro|jovem|vila_pig,,,,,VIL-071,071,CR-071-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
072,Dra Luiza do Hospital,dra-luiza-do-hospital,Dra,Dra Luiza do Hospital|Dra|dra luiza do hospital,proposito_social,Proposito social futuro,adulto,Profissional de saude em campanha futura,Representa doacoes futuras com responsabilidade.,assets/characters/072-dra-luiza-do-hospital.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-072,072,CR-072-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
073,Mestre Joaquim da Horta,mestre-joaquim-da-horta,Mestre,Mestre Joaquim da Horta|Mestre|mestre joaquim da horta,educativo_comunidade,Comunidade educativa,senior,Educador de horta comunitaria,"Ensina paciencia, ciclo e cuidado.",assets/characters/073-mestre-joaquim-da-horta.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-073,073,CR-073-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
074,Tia Francisca dos Albuns,tia-francisca-dos-albuns,Tia,Tia Francisca dos Albuns|Tia|tia francisca dos albuns,educativo_comunidade,Comunidade educativa,adulto,Guardia de albuns educativos,Ajuda a organizar colecoes sem vicio.,assets/characters/074-tia-francisca-dos-albuns.png,pendente,educativo_comunidade|comunidade_educativa|adulto|vila_pig,,,,,VIL-074,074,CR-074-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
075,Zeca do Coco,zeca-do-coco,Zeca,Zeca do Coco|Zeca|zeca do coco,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/075-zeca-do-coco.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-075,075,CR-075-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
076,Dona Iraci da Feira,dona-iraci-da-feira,Dona,Dona Iraci da Feira|Dona|dona iraci da feira,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/076-dona-iraci-da-feira.png,pendente,escola|crianca|vila_pig,,,,,VIL-076,076,CR-076-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
077,Seu Manoel do Acougue,seu-manoel-do-acougue,Seu,Seu Manoel do Acougue|Seu|seu manoel do acougue,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/077-seu-manoel-do-acougue.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-077,077,CR-077-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
078,Lia do Bazar,lia-do-bazar,Lia,Lia do Bazar|Lia|lia do bazar,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/078-lia-do-bazar.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-078,078,CR-078-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
079,Nina da Biblioteca,nina-da-biblioteca,Nina,Nina da Biblioteca|Nina|nina da biblioteca,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/079-nina-da-biblioteca.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-079,079,CR-079-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
080,Bruno da Bicicletaria,bruno-da-bicicletaria,Bruno,Bruno da Bicicletaria|Bruno|bruno da bicicletaria,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/080-bruno-da-bicicletaria.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-080,080,CR-080-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
081,Dona Fafa da Costura,dona-fafa-da-costura,Dona,Dona Fafa da Costura|Dona|dona fafa da costura,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/081-dona-fafa-da-costura.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-081,081,CR-081-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
082,Seu Osmar do Sapato,seu-osmar-do-sapato,Seu,Seu Osmar do Sapato|Seu|seu osmar do sapato,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/082-seu-osmar-do-sapato.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-082,082,CR-082-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
083,Clara da Papelaria,clara-da-papelaria,Clara,Clara da Papelaria|Clara|clara da papelaria,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/083-clara-da-papelaria.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-083,083,CR-083-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
084,Juca da Tapioca,juca-da-tapioca,Juca,Juca da Tapioca|Juca|juca da tapioca,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/084-juca-da-tapioca.png,pendente,escola|crianca|vila_pig,,,,,VIL-084,084,CR-084-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
085,Dona Mira do Cafe,dona-mira-do-cafe,Dona,Dona Mira do Cafe|Dona|dona mira do cafe,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/085-dona-mira-do-cafe.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-085,085,CR-085-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
086,Paulo do Transporte,paulo-do-transporte,Paulo,Paulo do Transporte|Paulo|paulo do transporte,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/086-paulo-do-transporte.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-086,086,CR-086-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
087,Rita da Floricultura,rita-da-floricultura,Rita,Rita da Floricultura|Rita|rita da floricultura,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/087-rita-da-floricultura.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-087,087,CR-087-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
088,Gil do Sorvete,gil-do-sorvete,Gil,Gil do Sorvete|Gil|gil do sorvete,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/088-gil-do-sorvete.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-088,088,CR-088-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
089,Nara da Peixaria,nara-da-peixaria,Nara,Nara da Peixaria|Nara|nara da peixaria,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/089-nara-da-peixaria.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-089,089,CR-089-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
090,Beto do Caldo,beto-do-caldo,Beto,Beto do Caldo|Beto|beto do caldo,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/090-beto-do-caldo.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-090,090,CR-090-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
091,Teca da Horta,teca-da-horta,Teca,Teca da Horta|Teca|teca da horta,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/091-teca-da-horta.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-091,091,CR-091-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
092,Miro da Oficina,miro-da-oficina,Miro,Miro da Oficina|Miro|miro da oficina,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/092-miro-da-oficina.png,pendente,escola|crianca|vila_pig,,,,,VIL-092,092,CR-092-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
093,Lena da Pracinha,lena-da-pracinha,Lena,Lena da Pracinha|Lena|lena da pracinha,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/093-lena-da-pracinha.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-093,093,CR-093-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
094,Samuel do Mercado,samuel-do-mercado,Samuel,Samuel do Mercado|Samuel|samuel do mercado,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/094-samuel-do-mercado.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-094,094,CR-094-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
095,Dona Vanda da Casa Azul,dona-vanda-da-casa-azul,Dona,Dona Vanda da Casa Azul|Dona|dona vanda da casa azul,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/095-dona-vanda-da-casa-azul.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-095,095,CR-095-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
096,Seu Ari da Rua Nova,seu-ari-da-rua-nova,Seu,Seu Ari da Rua Nova|Seu|seu ari da rua nova,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/096-seu-ari-da-rua-nova.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-096,096,CR-096-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
097,Cris da Escola,cris-da-escola,Cris,Cris da Escola|Cris|cris da escola,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/097-cris-da-escola.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-097,097,CR-097-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
098,Fabio do Esporte,fabio-do-esporte,Fabio,Fabio do Esporte|Fabio|fabio do esporte,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/098-fabio-do-esporte.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-098,098,CR-098-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
099,Sol da Quadrilha,sol-da-quadrilha,Sol,Sol da Quadrilha|Sol|sol da quadrilha,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/099-sol-da-quadrilha.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-099,099,CR-099-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
100,Mila do Teatro,mila-do-teatro,Mila,Mila do Teatro|Mila|mila do teatro,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/100-mila-do-teatro.png,pendente,escola|crianca|vila_pig,,,,,VIL-100,100,CR-100-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
101,Gabi do Coral,gabi-do-coral,Gabi,Gabi do Coral|Gabi|gabi do coral,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/101-gabi-do-coral.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-101,101,CR-101-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
102,Luan da Robotica,luan-da-robotica,Luan,Luan da Robotica|Luan|luan da robotica,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/102-luan-da-robotica.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-102,102,CR-102-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
103,Iara do Desenho,iara-do-desenho,Iara,Iara do Desenho|Iara|iara do desenho,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/103-iara-do-desenho.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-103,103,CR-103-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
104,Noe da Capoeira,noe-da-capoeira,Noe,Noe da Capoeira|Noe|noe da capoeira,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/104-noe-da-capoeira.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-104,104,CR-104-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
105,Tina da Biblioteca Movel,tina-da-biblioteca-movel,Tina,Tina da Biblioteca Movel|Tina|tina da biblioteca movel,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/105-tina-da-biblioteca-movel.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-105,105,CR-105-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
106,Dona Quiteria da Tapioca,dona-quiteria-da-tapioca,Dona,Dona Quiteria da Tapioca|Dona|dona quiteria da tapioca,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/106-dona-quiteria-da-tapioca.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-106,106,CR-106-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
107,Seu Firmino do Milho,seu-firmino-do-milho,Seu,Seu Firmino do Milho|Seu|seu firmino do milho,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/107-seu-firmino-do-milho.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-107,107,CR-107-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
108,Rosa da Barraca,rosa-da-barraca,Rosa,Rosa da Barraca|Rosa|rosa da barraca,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/108-rosa-da-barraca.png,pendente,escola|crianca|vila_pig,,,,,VIL-108,108,CR-108-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
109,Dora da Festa Junina,dora-da-festa-junina,Dora,Dora da Festa Junina|Dora|dora da festa junina,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/109-dora-da-festa-junina.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-109,109,CR-109-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
110,Marta da Arrecadacao,marta-da-arrecadacao,Marta,Marta da Arrecadacao|Marta|marta da arrecadacao,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/110-marta-da-arrecadacao.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-110,110,CR-110-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
111,Ivo do Congresso Escolar,ivo-do-congresso-escolar,Ivo,Ivo do Congresso Escolar|Ivo|ivo do congresso escolar,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/111-ivo-do-congresso-escolar.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-111,111,CR-111-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
112,Leo da Cantina,leo-da-cantina,Leo,Leo da Cantina|Leo|leo da cantina,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/112-leo-da-cantina.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-112,112,CR-112-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
113,Beta da Gincana,beta-da-gincana,Beta,Beta da Gincana|Beta|beta da gincana,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/113-beta-da-gincana.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-113,113,CR-113-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
114,Zuleide da Coordenacao,zuleide-da-coordenacao,Zuleide,Zuleide da Coordenacao|Zuleide|zuleide da coordenacao,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/114-zuleide-da-coordenacao.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-114,114,CR-114-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
115,Nico do Xadrez,nico-do-xadrez,Nico,Nico do Xadrez|Nico|nico do xadrez,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/115-nico-do-xadrez.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-115,115,CR-115-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
